Title,AlbumName,Record Label,Performer,Track.number,Song.duration,Composer,Year,Genre,Styles,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,shake.the.audience,romantic,obscene,family.spiritual,sadness
She Gives Me Everything I Want  ,The Hollies [1965],Toshiba,The Hollies,19,2:23,Allan Clarke / Tony Hicks / Graham Nash,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",4.11E-05,0.441,0.693,4.64E-06,0.0634,-11.123,0.0354,88.627,0.556,142693,2,0.000762777,0.002506266,0.002506266,0.002506266,0.002506266
You in My Arms  ,The Hollies [1965],Toshiba,The Hollies,20,2:02,Allan Clarke / Tony Hicks / Graham Nash,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.00685,0.39,0.51,0,0.0993,-10.25,0.0338,163.561,0.851,122080,2,0.001052632,0.183124932,0.010526316,0.010526316,0.010526316
I Take What I Want  ,Would You Believe?,EMI Music Distribution,The Hollies,1,2:20,"Isaac Hayes / Mabon ""Teenie"" Hodges / David Porter",1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0633,0.48,0.763,6.00E-06,0.209,-8.431,0.0512,92.65,0.842,141773,4,0.001814882,0.035549837,0.093680852,0.000762777,0.069486014
Hard Hard Year  ,Would You Believe?,EMI Music Distribution,The Hollies,2,2:17,Allan Clarke / Tony Hicks / Graham Nash,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.00586,0.291,0.382,0,0.136,-8.355,0.0315,183.476,0.311,139427,3,0.103513493,0.001052632,0.001052632,0.001052632,0.001052632
That's How Strong My Love Is ,Would You Believe?,EMI Music Distribution,The Hollies,3,2:46,Roosevelt Jamison,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0741,0.301,0.639,0.0189,0.07,-6.991,0.0294,175.871,0.724,168467,2,0.001754386,0.001814882,0.001814882,0.001814882,0.001814882
Oriental Sadness (She'll Never Trust in Anybody No More)  ,Would You Believe?,EMI Music Distribution,The Hollies,5,2:40,Allan Clarke / Tony Hicks / Graham Nash,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055991,0.001283697,0.001283697,0.001283697,0.001283697
I Am a Rock ,Would You Believe?,EMI Music Distribution,The Hollies,6,2:52,Paul Simon,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.253,0.497,0.507,1.09E-05,0.143,-10.775,0.0402,124.779,0.566,170413,1,0.001594896,0.001754386,0.001754386,0.001754386,0.178232562
Take Your Time  ,Would You Believe?,EMI Music Distribution,The Hollies,7,2:24,Buddy Holly / Norman Petty,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0126,0.476,0.693,0.847,0.275,-10.457,0.0336,121.583,0.852,142240,2,0.073482973,0.00055991,0.00055991,0.00055991,0.000559911
Don't You Even Care (What's Gonna Happen to Me) ,Would You Believe?,EMI Music Distribution,The Hollies,8,2:29,"Clint Ballard, Jr.",1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255309347,0.001594896,0.730123137,0.105227514,0.08468048
Fifi the Flea  ,Would You Believe?,EMI Music Distribution,The Hollies,9,2:10,Allan Clarke / Tony Hicks / Graham Nash,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.875,0.476,0.184,7.55E-06,0.0952,-16.366,0.0502,184.704,0.685,130533,4,0.013869306,0.000720981,0.000720981,0.000720981,0.000720981
Stewball  ,Would You Believe?,EMI Music Distribution,The Hollies,10,3:09,John Herald / Ralph Rinzler / Bob Yellin,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.565,0.398,0.385,0,0.184,-7.223,0.0346,132.919,0.49,184853,1,0.001503759,0.062901579,0.000822368,0.000822368,0.000822369
I've Got a Way of My Own  ,Would You Believe?,EMI Music Distribution,The Hollies,11,2:13,Allan Clarke / Tony Hicks / Graham Nash,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.2,0.543,0.708,0,0.0482,-8.107,0.0303,102.954,0.725,137267,2,0.002392345,0.095358989,0.000692521,0.070147248,0.000692521
I Can't Let Go  ,Would You Believe?,EMI Music Distribution,The Hollies,12,2:37,Al Gorgoni / Chip Taylor,1966,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.139,0.473,0.611,1.04E-05,0.141,-7.982,0.031,128.293,0.689,146093,23,0.051075295,0.00150376,0.050320523,0.001503759,0.001503759
Carrie-Anne  ,Evolution,Sundazed,The Hollies,1,2:55,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001119821,0.138910039,0.002392345,0.002392345,0.002392345
Stop Right There  ,Evolution,Sundazed,The Hollies,2,2:23,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.633,0.622,0.384,0,0.0784,-9.314,0.0285,98.422,0.717,145227,5,0.176823491,0.087137666,0.188904331,0.000923361,0.000923361
Rain on the Window  ,Evolution,Sundazed,The Hollies,3,3:10,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.539,0.686,0.346,0,0.155,-13.608,0.0347,133.78,0.806,193293,0,0.00122399,0.001119821,0.001119821,0.001119821,0.001119821
Then the Heartaches Begin  ,Evolution,Sundazed,The Hollies,4,2:44,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.343,0.554,0.526,0,0.208,-11.667,0.0293,134.648,0.705,167800,0,0.021506415,0.039440991,0.000598086,0.000598086,0.000598086
Ye Olde Toffee Shoppe  ,Evolution,Sundazed,The Hollies,5,2:17,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0932,0.459,0.514,0,0.174,-9.597,0.0319,139.323,0.941,141840,4,0.05268013,0.00122399,0.00122399,0.126466172,0.00122399
You Need Love  ,Evolution,Sundazed,The Hollies,6,2:28,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.292,0.405,0.768,0.00025,0.172,-6.522,0.0459,129.806,0.573,150640,3,0.141218931,0.000720981,0.000720981,0.000720981,0.08588523
Heading for a Fall  ,Evolution,Sundazed,The Hollies,7,2:17,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0296,0.536,0.624,9.87E-05,0.29,-10.514,0.0345,96.65,0.524,141627,3,0.001253133,0.000554017,0.12067093,0.000554017,0.000554017
The Games We Play  ,Evolution,Sundazed,The Hollies,8,2:46,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.213,0.577,0.706,0.000228,0.342,-8.673,0.0381,139.586,0.85,166560,4,0.000809717,0.068916065,0.000666223,0.000666223,0.000666223
Lullaby to Tim  ,Evolution,Sundazed,The Hollies,9,3:00,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0113,0.619,0.218,0,0.254,-14.963,0.0317,92.314,0.371,183240,5,0.000692521,0.001253133,0.186240993,0.001253133,0.001253133
Have You Ever Loved Somebody  ,Evolution,Sundazed,The Hollies,10,2:57,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.637,0.392,0.515,0,0.577,-12.147,0.0433,140.867,0.67,179507,0,0.022177974,0.000809717,0.000809717,0.000809717,0.000809717
When Your Lights Turned On  ,Evolution,Sundazed,The Hollies,11,2:31,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012305151,0.040807905,0.066257608,0.000692521,0.000692521
Water on the Brain  ,Evolution,Sundazed,The Hollies,12,2:22,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.1,0.538,0.531,0.000148,0.158,-9.621,0.0412,128.842,0.647,146267,4,0.000773994,0.05646964,0.395735864,0.000835422,0.000835422
Jennifer Eccles  ,Evolution,Sundazed,The Hollies,13,2:44,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.184,0.573,0.946,0,0.947,-6.194,0.0491,124.973,0.705,184093,0,0.000720981,0.000572082,0.000572082,0.000572082,0.000572082
Signs That Will Never Change  ,Evolution,Sundazed,The Hollies,14,2:29,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000923361,0.000773994,0.147792525,0.000773994,0.000773994
Open Up Your Eyes  ,Evolution,Sundazed,The Hollies,15,2:49,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.583,0.61,0.708,0,0.331,-8.647,0.0693,126.675,0.875,170400,0,0.001644737,0.000720981,0.152048456,0.000720981,0.046087245
Dear Eloise  ,Butterfly,Rhino,The Hollies,13,3:05,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.501,0.545,0.502,0,0.0653,-10.783,0.0309,103.878,0.481,186507,0,0.081505548,0.000923361,0.000923361,0.000923361,0.214056691
Away Away Away ,Butterfly,Rhino,The Hollies,14,2:17,Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.191,0.584,0.397,1.56E-06,0.0844,-10.973,0.0301,124.413,0.813,137760,5,0.063259789,0.001644737,0.001644737,0.001644737,0.14738229
Maker ,Butterfly,Rhino,The Hollies,15,2:52,Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.204,0.445,0.454,0,0.246,-11.391,0.03,90.048,0.459,172427,6,0.000496524,0.064832541,0.467662298,0.066086613,0.000510986
Pegasus ,Butterfly,Rhino,The Hollies,16,2:40,Tony Hicks,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0435,0.444,0.438,0,0.339,-12.807,0.0279,107.238,0.724,163267,1,0.011367516,0,0.309381753,0.103210713,0.000626566
Would You Believe ,Butterfly,Rhino,The Hollies,17,4:07,Allan Clarke,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.168,0.35,0.509,0.000826,0.149,-7.75,0.0315,79.444,0.477,247973,5,0.001461988,0.000496524,0.400544822,0.150873354,0.108034021
Wishyouawish  ,Butterfly,Rhino,The Hollies,18,2:02,Allan Clarke / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0587,0.69,0.475,0,0.332,-12.137,0.0679,118.495,0.813,122067,4,0.000720981,0.000521105,0.394673112,0.029144957,0.000521105
Postcard  ,Butterfly,Rhino,The Hollies,19,2:17,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0818,0.528,0.891,0,0.232,-7.199,0.0636,127.295,0.676,210893,10,0.000537057,0.001461988,0.076620831,0.001461988,0.001461988
Charlie and Fred  ,Butterfly,Rhino,The Hollies,20,2:54,Allan Clarke / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0696,0.273,0.441,0,0.532,-10.739,0.0456,180.733,0.498,174400,4,0.000626566,0.000720981,0.518989908,0.000720981,0.000720981
Try It  ,Butterfly,Rhino,The Hollies,21,3:06,Allan Clarke / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.0841,0.18,0.568,0,0.155,-10.417,0.0452,191.164,0.518,186240,5,0.160262597,0.000537057,0.698469849,0.000537057,0.000537057
Elevated Observations  ,Butterfly,Rhino,The Hollies,22,2:32,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.00269,0.25,0.66,1.32E-05,0.683,-8.618,0.0367,168.249,0.674,157693,8,0.001196172,0.000626566,0.686797439,0.07277719,0.000626566
Step Inside  ,Butterfly,Rhino,The Hollies,23,2:51,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",5.20E-05,0.521,0.592,3.98E-05,0.0989,-9.336,0.0351,121.425,0.858,171867,5,0.001052632,0.000501253,0.578793522,0.030062989,0.000501253
Butterfly ,Butterfly,Rhino,The Hollies,24,2:42,Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.795,0.332,0.189,0,0.183,-12.692,0.0302,86.129,0.582,162400,6,0.000822368,0.028879752,0.489852647,0.001196172,0.001196172
Like Every Time Before   ,Butterfly,Rhino,The Hollies,25,2:07,Allan Clarke / Tony Hicks / Graham Nash,1967,Pop/Rock,"British Invasion, Contemporary Pop/Rock, AM Pop",0.144,0.496,0.939,2.58E-06,0.51,-4.719,0.0402,146.188,0.808,127547,3,0.000923361,0.001052632,0.567193576,0.001052632,0.001052632
What's New Pussycat?  ,What's New Pussycat?,Decca / Universal,Tom Jones,1,2:09,Burt Bacharach / Hal David,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.752,0.392,0.453,0,0.115,-13.297,0.171,183.92,0.574,128800,53,0.001253133,0.000822369,0.519115378,0.000822368,0.000822368
Some Other Guy ,What's New Pussycat?,Decca / Universal,Tom Jones,2,2:37,Gordon Mills,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.528,0.442,0.865,3.03E-05,0.0498,-4.271,0.0442,187.048,0.938,128453,0,0.001422475,0.000923361,0.051446325,0.000923361,0.000923361
I've Got a Heart  ,What's New Pussycat?,Decca / Universal,Tom Jones,3,2:37,Gordon Mills / Les Reed,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.691,0.321,0.665,0,0.216,-13.02,0.0818,190.699,0.693,156600,11,0.001169591,0.141654139,0.001253133,0.001253133,0.042047529
Little by Little ,What's New Pussycat?,Decca / Universal,Tom Jones,4,2:16,Gordon Mills,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.0141,0.47,0.736,0.122,0.113,-8.769,0.057,87.751,0.905,159147,17,0.000785546,0.046159512,0.001422475,0.001422475,0.001422475
(Won't You Give Him) One More Chance  ,What's New Pussycat?,Decca / Universal,Tom Jones,5,2:28,Angela Martin / Robert William Scott,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.443,0.697,0.639,0,0.0653,-14.397,0.0653,113.902,0.651,147560,9,0.001052632,0.154281001,0.001169591,0.001169591,0.077100444
Bama Lama Bama Loo ,What's New Pussycat?,Decca / Universal,Tom Jones,6,1:36,Little Richard,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.336,0.459,0.642,0,0.213,-13.346,0.0427,166.437,0.902,95733,23,0.015999616,0.000785546,0.000785546,0.000785546,0.000785546
With These Hands  ,What's New Pussycat?,Decca / Universal,Tom Jones,7,2:44,Benny Davis / Abner Silver,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.482,0.342,0.577,1.75E-06,0.343,-13.488,0.0496,100.968,0.281,164440,40,0.00075188,0.093638597,0.001052632,0.022246446,0.001052632
Untrue ,What's New Pussycat?,Decca / Universal,Tom Jones,8,2:40,Gordon Mills,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.479,0.636,0.483,0,0.311,-13.622,0.0374,110.24,0.84,159827,10,0.001283697,0.000785546,0.000785546,0.018681389,0.058517047
To Wait for Love (Is to Waste Your Life Away) ,What's New Pussycat?,Decca / Universal,Tom Jones,9,1:52,Burt Bacharach,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.677,0.53,0.429,0,0.0749,-14.47,0.0369,113.856,0.722,111973,11,0.029093276,0.00075188,0.467254262,0.028150855,0.00075188
I Tell the Sea  ,What's New Pussycat?,Decca / Universal,Tom Jones,10,3:12,Tom Jones / Gordon Mills,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.642,0.417,0.321,2.64E-06,0.093,-14.838,0.0258,90.294,0.538,192133,11,0.043765237,0.044506533,0.331662029,0.001283697,0.001283697
The Rose ,What's New Pussycat?,Decca / Universal,Tom Jones,11,2:56,Gordon Mills,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.5,0.439,0.34,3.06E-06,0.132,-12.389,0.0288,109.415,0.353,176067,7,0.000923361,0.000584795,0.555360698,0.000626566,0.073942514
Endlessly  ,What's New Pussycat?,Decca / Universal,Tom Jones,12,3:25,Brook Benton / Clyde Otis,1965,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Vocal Pop, Adult Contemporary",0.738,0.463,0.365,1.35E-05,0.0556,-14.266,0.0292,85.246,0.597,205333,7,0.002392344,0.001697793,0.028205207,0.000598086,0.045357328
Dr. Love  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,1,1:53,Ken Lauber / Sidney Wyche,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.643,0.518,0.82,0,0.291,-8.266,0.056,127.502,0.663,112667,13,0.039090563,0.002506266,0.240830165,0.000923361,0.02664166
Face of a Loser  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,2,2:28,Robin Conrad / Les Reed,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.64,0.43,0.721,0,0.715,-10.425,0.061,127.2,0.733,147733,8,0.000785546,0.183124932,0.002392345,0.002392345,0.002392345
It's Been a Long Time Coming  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,3,2:41,Joey Brooks / Jim Radcliffe,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.737,0.316,0.679,4.68E-05,0.114,-9.626,0.0459,85.753,0.53,161160,11,0.00093985,0.035549837,0.412128828,0.000453721,0.049070616
In a Woman's Eyes  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,4,2:24,Bob Russell / Martha Sharp,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.569,0.589,0.777,0,0.301,-9.794,0.0779,130.611,0.652,144133,7,0.000634115,0.001052632,0.311976488,0.025942866,0.076982339
More  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,5,2:26,Norman Newell / Gaetano Oliviero / Riz Ortolani,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.755,0.418,0.434,0,0.104,-11.356,0.0341,114.156,0.483,146120,16,0.001857793,0.001814882,0.00093985,0.00093985,0.00093985
I'll Never Let You Go ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,6,2:51,Gordon Mills,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.762,0.416,0.547,0,0.235,-9.979,0.0571,211.293,0.897,171107,17,0.002305266,0.001283697,0.103003176,0.037737364,0.279177136
The Loser  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,7,2:38,Debora Jean Losak / Sharon Vanselow,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.636,0.204,0.545,1.50E-06,0.31,-10.876,0.046,174.768,0.469,157533,5,0.011426316,0.001754386,0.001697793,0.001697793,0.001697793
To Make a Big Man Cry  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,8,2:46,Robin Conrad / Les Reed,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.762,0.371,0.499,0,0.137,-10.754,0.0345,101.945,0.61,166480,13,0.000832777,0.00055991,0.001697793,0.069068992,0.001697793
Key to My Heart ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,9,2:18,Gordon Mills,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.688,0.538,0.736,0,0.243,-10.948,0.0563,77.015,0.921,137787,8,0.001119632,0.001594896,0.000591366,0.000591366,0.069952515
True Love Comes Only Once in a Lifetime  ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,10,2:13,Bob Halley / Neval Nader,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.78,0.434,0.569,0,0.628,-10.008,0.0534,89.286,0.666,133373,5,0.001963882,0.000720981,0.050870785,0.029486601,0.245938391
Little You ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,11,2:28,Gordon Mills,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104513493,0.062901579,0.060081693,0.044596941,0.001754386
You're So Good for Me ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,12,2:21,Ezio Leoni,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.759,0.533,0.479,0,0.0608,-10.497,0.0434,113.655,0.63,140960,8,0.001834386,0.095358989,0.130542352,0.000907441,0.000907441
Where Do You Belong ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,13,2:37,Gordon Mills,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.751,0.275,0.462,0,0.126,-11.432,0.0299,204.952,0.681,156640,5,0.00058891,0.00150376,0.004385965,0.004385965,0.164979592
These Things You Don't Forget ,A-Tom-Ic Jones,Decca / Universal,Tom Jones,14,2:53,Van McCoy,1966,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Blue-Eyed Soul, Soul",0.646,0.291,0.369,0,0.108,-10.863,0.0267,144.818,0.3,173440,5,0.001681896,0.138910039,0.002105263,0.048932904,0.002105263
Riders in the Sky ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,1,3:06,Stan Jones,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.169,0.612,0.77,0,0.296,-10.848,0.0422,116.369,0.678,186067,26,0.074482973,0.087137666,0.002506266,0.002506266,0.002506266
He'll Have to Go  ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,2,3:22,Audrey Allison / Joe Allison,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.775,0.476,0.275,0.0235,0.0824,-15.119,0.0341,83.86,0.636,202387,30,0.256309347,0.001119821,0.001949318,0.001949318,0.001949318
Funny Familiar Forgotten Feelings ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,3,2:58,Mickey Newbury,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.667,0.452,0.403,0,0.135,-10.898,0.0277,86.58,0.446,177707,47,0.014869306,0.039440991,0.001422475,0.001422475,0.313543
Sixteen Tons ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,4,3:09,Merle Travis,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.75,0.599,0.363,0,0.118,-14.03,0.197,106.532,0.586,188867,27,0.001563759,0.00122399,0.000584795,0.012295635,0.305987
Two Brothers ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,5,3:22,Irving Gordon,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.666,0.445,0.363,0,0.152,-12.097,0.0343,95.743,0.521,202200,13,0.002432345,0.000720981,0.001697793,0.001697793,0.000556
My Mother's Eyes  ,"Green, Green Grass of Home",Decca / Universal,Tom Jones,6,2:57,Abel Baer / Louis Wolfe Gilbert,1967,"Pop/Rock, Vocal","AM Pop, Contemporary Pop/Rock, Adult Contemporary",0.476,0.482,0.431,2.48E-06,0.144,-12.95,0.0389,94.495,0.638,176733,22,0.052075295,0.000554017,0.002506266,0.002506266,0.000667
